text,label
"According to Finnish L+Ã±nnen Tehtaat 's CEO Matti Karppinen , now that L+Ã±nnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",1
"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",2
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",2
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,0
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,1
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,1
$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,0
It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,1
"ADPnews - Sep 28 , 2009 - Finnish silicon wafers maker Okmetic Oyj HEL : OKM1V said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today .",1
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",1
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,2
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",2
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",2
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",1
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",1
StanChart and RBS struggle in Bank of England stress tests,0
"Nordea Bank AB publ holds 6.000 Alma Media shares , representing 0.008 % of share capital and voting rights .",1
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",0
"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses .",0
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",2
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",1
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1
The identity of the buyer is not yet known .,1
`` We 've been feeling quite positive about the region as a whole .,2
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",2
"Of these shares 14,747,084 are held by the Company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",1
The price will be specified at the completion date .,1
$WFT closng higher from here,2
No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",2
"` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo .",2
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,2
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",2
He will report to CapMan Plc 's CEO Heikki Westerlund .,1
"In Q1 of 2009 , the company 's result before taxes from continuing operations , excluding non-recurring items , totalled EUR -0.4 mn , compared to EUR -0.1 mn in the corresponding period in 2008 .",0
The company expects net sales to significantly increase from 2009 .,2
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,1
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",1
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,0
"Also , a six-year historic analysis is provided for these markets .",1
The acquisition price was not disclosed .,1
The ISO certification demonstrates that we are moving forward in our quality commitments to our customers . ',2
Nordic Walking was first used as a summer training method by cross-country skiers .,1
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",2
"However , the production is almost entirely very labor intensive and based on small investments only .",1
"Following the divestment , Fiskars 's Outdoor unit will comprise the brands Gerber , Silva and Buster , and will focus on multi-tools , knives , compasses , mobile lighting , pedometers , and aluminium boats .",1
"The order consists of capacity expansion , maintenance services and new charging functionality , the company said .",1
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1
"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",1
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,2
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",2
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",2
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,0
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,2
"For 2009 , Incap expects revenue of some EUR 70 million .",1
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+Ã¤+Ã¤N SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+Ã±+Ã±n Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",1
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,1
Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,1
"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .",2
Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",1
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",0
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,1
"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",1
"According to Finnish financial services group Sampo 's CEO , Bj+Ãrn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .",1
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,1
- Counter your competitor 's strengths and target their weaknesses .,1
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",1
Finland-based Stockmann Group has closed seven franchising sports stores Nike in Russia .,0
The Group 's cash flow from operations will be positive .,2
The energy sector accounted for approximately 33 % and the steel industry for about 57 % of the transportation volume .,1
